Co_code,Year,Years,Monthyear,Scrip_name,Compname,Scripcode,Isin,Bsegroup,Mcaptype,Bselistedflag,Nselistedflag,Mcap,Sectorcode,Sectorname,Industrycode,Industryname,Categoryname,Bsesymbol,Bsestatus,Nsestatus,Symbol,Listing,Statement,Companymode,Monthyear,Sectorcode,Industrycode,Income,Net Sales,Other Income,Total Income,Expenditure,Operating Expenses & Administrative Expenses,Miscellaneous Expenses,Interest,Employee Cost,Total Expenditure,Depreciation,Profit Before Tax,Tax,Fringe Benefit Tax,Deferred Tax,Extraordinary Items,Adjusted Net Profit,Adjustment Below Net Profit,P & L Balance Brought Forward,Appropriations,P & L Balance Carried Down,Dividend,Preference Dividend,Equity Dividend %,Dividend Per Share(rs),Other Operating Income,Operating Income - Premium,Cost Of Goods Sold,Changes In Inventory,Advertisement Expenses,R&d Expenses,Net Profit,Earnings Per Share,Earnings Per Share(adj),Book Value(adj),Book Value,Operating Income Sales,Less Pre Operative Expenses Capitalised,Operating Income Premium,Operating Profit,Operating & Administration Expenses,Minority Interest (before Tax),Fringe Benefit Tax,Minority Interest (after Tax),Profit To Loss Of Associate Company,Net Profit After Minority Interest & P&l Assoco,Equity Dividend (%),Eps Before Minority Interest (unit Curr),Eps Before Minority Interest (adj) (unit Curr),Eps After Minority Interest (unit Curr),Eps After Minority Interest (adj) (unit Curr),Sales Turnover,Excise Duty,Stock Adjustments,Raw Materials,Power & Fuel Cost,Other Manufacturing Expenses,Selling & Administrative Expenses,Statutory Appropriations,Ebidt,Promotors Holding,Promotors Holding(%),Government Holding,Government Holding(%),Pledged,Pledged(%),Banks & Financial Institutions,Banks & Financial Institutions(%),Fii,Fii(%),Other Dii,Other Dii(%),Insurance Companies,Insurance Companies(%),Mutual Funds,Mutual Funds(%),Others,Others(%),Total,Total(%)
11,2022-09,2022,Sep2022,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Sep2022,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,45465.0,0.0,0.0,0.0,0.0,0.0,156073.0,26.1144,725964.0,73.88560000000001
11,2022-06,2022,Jun2022,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Jun2022,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,61177.0,0.0,0.0,0.0,0.0,0.0,140361.0,26.1144,710252.0,73.88560000000001
11,2022-03,2022,Mar2022,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,S,Mar2022,00000026,00000050,0.0,1.73,0.61,2.34,0.0,0.36,0.07,0.05,0.48,0.96,0.18,1.21,0.04,0.0,0.03,0.0,1.14,0.0,15.8,1.43,15.51,0.0,0.0,30.0,3.0,0.0,0.0,0.58,0.0,0.0,0.0,1.14,14.83,14.83,1266.08,1266.08,1.73,0.0,1.73,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,59650.0,0.0,0.0,0.0,0.0,0.0,141888.0,26.1144,711779.0,73.88560000000001
11,2022-03,2022,Mar2022,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,C,Mar2022,00000026,00000050,0.0,4.08,1.65,5.73,0.0,0.0,0.39,0.06,0.54,3.66,0.18,1.89,0.1,0.0,0.04,0.94,0.8,0.0,15.68,1.44,15.98,0.0,0.0,0.0,3.0,2.25,0.0,1.94,-0.56,0.0,0.0,1.74,0.0,0.0,1376.48,1376.48,1.83,0.0,1.83,2.07,2.67,0.0,0.0,0.0,0.0,1.74,30.0,22.61,22.61,22.61,22.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,59650.0,0.0,0.0,0.0,0.0,0.0,141888.0,26.1144,711779.0,73.88560000000001
11,2021-12,2021,Dec2021,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Dec2021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,59046.0,0.0,0.0,0.0,0.0,0.0,142492.0,26.1144,712383.0,73.88560000000001
11,2021-09,2021,Sep2021,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Sep2021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569801.0,73.863,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,58402.0,0.0,0.0,0.0,0.0,0.0,143136.0,26.1144,713027.0,73.88560000000001
11,2021-06,2021,Jun2021,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Jun2021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569200.0,73.7851,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,55559.0,0.0,0.0,0.0,0.0,0.0,146580.0,26.1923,715870.0,73.80770000000001
11,2021-03,2021,Mar2021,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,S,Mar2021,00000026,00000050,0.0,2.38,0.41,2.79,0.0,0.38,1.78,0.06,0.48,2.7,0.18,-0.09999999999999999,0.08,0.0,0.17,-0.65,0.30000000000000004,0.0,14.66,-1.49,15.8,0.0,0.0,27.5,2.75,0.0,0.0,0.55,0.0,0.0,0.0,-0.35,-4.48,-4.48,1129.26,1129.26,2.38,0.0,2.38,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569200.0,73.7851,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,55420.0,0.0,0.0,0.0,0.0,0.0,146719.0,26.1923,716009.0,73.80770000000001
11,2021-03,2021,Mar2021,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,C,Mar2021,00000026,00000050,0.0,7.28,0.82,8.1,0.0,0.0,0.13,0.18,2.06,7.949999999999999,0.2,-0.06,0.09,0.0,0.07,0.1,-0.32,0.0,14.53,-1.37,15.68,0.0,0.0,0.0,2.75,4.59,0.0,2.83,-3.76,0.0,0.0,-0.22,0.0,0.0,1228.96,1228.96,2.68,0.0,2.68,0.14,5.58,0.0,0.0,0.0,0.0,-0.22,27.5,-2.87,-2.87,-2.87,-2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569200.0,73.7851,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,55420.0,0.0,0.0,0.0,0.0,0.0,146719.0,26.1923,716009.0,73.80770000000001
11,2020-12,2020,Dec2020,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Dec2020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569198.0,73.7849,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,54043.0,0.0,0.0,0.0,0.0,0.0,148098.0,26.1926,717386.0,73.8075
11,2020-09,2020,Sep2020,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Sep2020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569197.0,73.7848,84.0,0.0109,0.0,0.0,90.0,0.0117,0.0,0.0,53414.0,0.0,0.0,0.0,0.0,0.0,148728.0,26.1927,718015.0,73.80740000000002
11,2020-06,2020,Jun2020,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Jun2020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569194.0,73.7844,0.0,0.0,0.0,0.0,90.0,0.0117,0.0,0.0,47723.0,0.0,0.0,0.0,0.0,0.0,154422.0,26.204,723706.0,73.79610000000001
11,2020-03,2020,Mar2020,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,S,Mar2020,00000026,00000050,0.0,2.82,0.39,3.21,0.0,0.43,0.98,0.06,0.49,1.96,0.16,1.09,0.0,0.0,0.23,0.0,0.86,-0.04,6.54,-7.47,14.66,0.0,0.0,35.0,3.5,0.0,2.82,0.6,0.0,0.0,0.0,0.86,11.09,11.09,942.48,942.48,2.82,0.0,2.82,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569194.0,73.7844,0.0,0.0,0.0,0.0,90.0,0.0117,0.0,0.0,47267.0,0.0,0.0,0.0,0.0,0.0,154878.0,26.204,724162.0,73.79610000000001
11,2020-03,2020,Mar2020,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,C,Mar2020,00000026,00000050,0.0,12.31,0.41,12.72,0.0,0.0,0.27,0.17,2.55,11.25,0.25,1.21,0.0,0.0,0.29,0.0,0.92,-0.04,6.43,-7.42,14.53,0.0,0.0,0.0,3.5,0.07,3.07,10.21,0.94,0.0,0.0,0.92,0.0,0.0,1004.5,1004.5,12.24,0.0,12.24,1.46,8.26,0.0,0.0,0.0,0.0,0.92,35.0,11.87,11.87,11.87,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569194.0,73.7844,0.0,0.0,0.0,0.0,90.0,0.0117,0.0,0.0,47267.0,0.0,0.0,0.0,0.0,0.0,154878.0,26.204,724162.0,73.79610000000001
11,2019-12,2019,Dec2019,Alfred Herbert,Alfred Herbert (India) Ltd,505216,INE782D01027,X,Small Cap,Y,N,123.2,00000026,Finance,00000050,Finance & Investments,Company,ALFREDHE,Active,Delisted,ALFREDHERB,Y,Nutral,0,Dec2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569194.0,73.7844,0.0,0.0,0.0,0.0,90.0,0.0117,0.0,0.0,47040.0,0.0,0.0,0.0,0.0,0.0,155105.0,26.204,724389.0,73.79610000000001
